Type,Từ,Phiên âm,Hán Việt,Nghĩa,Ví dụ,Phiên âm ví dụ,Nghĩa ví dụ
HSK 5,合并,hébìng,Hợp tính,"hợp nhất, sáp nhập",这两家公司将要合并,Zhè liǎng jiā gōngsī jiāng yào hébìng.,Hai công ty này sẽ hợp nhất.
HSK 5,合成,héchéng,Hợp thành,"tổng hợp, hợp thành",水是由氢和氧合成的,Shuǐ shì yóu qīng hé yǎng héchéng de.,Nước được tổng hợp từ hydro và oxy.
HSK 5,盒,hé,Hạp,hộp,我买了一盒巧克力,Wǒ mǎile yī hé qiǎokèlì.,Tôi đã mua một hộp sô-cô-la.
HSK 5,盒饭,héfàn,Hạp phạn,cơm hộp,中午我们吃盒饭,Zhōngwǔ wǒmen chī héfàn.,Buổi trưa chúng tôi ăn cơm hộp.
HSK 5,盒子,hézi,Hạp tử,cái hộp,这个盒子很漂亮,Zhège hézi hěn piàoliang.,Cái hộp này rất đẹp.
HSK 5,贺卡,hèkǎ,Hạ thiếp,thiệp chúc mừng,我送给他一张贺卡,Wǒ sòng gěi tā yī zhāng hèkǎ.,Tôi tặng anh ấy một tấm thiệp chúc mừng.
HSK 5,恨,hèn,Hận,"căm hận, ghét",我恨你永远不想见到你,Wǒ hèn nǐ yǒngyuǎn bù xiǎng jiàn dào nǐ.,Tôi ghét bạn và không bao giờ muốn gặp bạn.
HSK 5,猴,hóu,Hầu,con khỉ,猴子喜欢吃香蕉,Hóuzi xǐhuān chī xiāngjiāo.,Khỉ thích ăn chuối.
HSK 5,后悔,hòuhuǐ,Hậu hối,hối hận,我现在后悔没听你的话,Wǒ xiànzài hòuhuǐ méi tīng nǐ de huà.,Bây giờ tôi hối hận vì đã không nghe lời bạn.
HSK 5,胡同儿,hútòngr,Hồ đồng nhi,ngõ hẻm,北京有很多古老的胡同儿,Běijīng yǒu hěn duō gǔlǎo de hútòngr.,Bắc Kinh có nhiều ngõ hẻm cổ.
HSK 5,胡子,húzi,Hồ tử,râu,他留了一撮胡子,Tā liúle yī cuō húzi.,Anh ấy để một chòm râu.
HSK 5,虎,hǔ,Hổ,con hổ,老虎是森林之王,Lǎohǔ shì sēnlín zhī wáng.,Hổ là vua của rừng xanh.
HSK 5,华语,huáyǔ,Hoa ngữ,"tiếng Hoa, tiếng Trung",他会说华语,Tā huì shuō huáyǔ.,Anh ấy biết nói tiếng Hoa.
HSK 5,滑,huá,Hoạt,trơn,小心地滑，别摔倒,"Xiǎoxīn dì huá, bié shuāi dǎo.","Cẩn thận đường trơn, đừng ngã."
HSK 5,化石,huàshí,Hóa thạch,hóa thạch,科学家发现了一块恐龙化石,Kēxuéjiā fāxiànle yī kuài kǒnglóng huàshí.,Các nhà khoa học đã phát hiện ra một hóa thạch khủng long.
HSK 5,划分,huàfēn,Hoạch phân,phân chia,我们需要划分工作任务,Wǒmen xūyào huàfēn gōngzuò rènwù.,Chúng ta cần phân chia nhiệm vụ công việc.
HSK 5,画面,huàmiàn,Họa diện,"hình ảnh, bức tranh",这幅画面的颜色很丰富,Zhè fú huàmiàn de yánsè hěn fēngfù.,Màu sắc của bức tranh này rất phong phú.
HSK 5,环节,huánjié,Hoàn tiết,"mắt xích, phần",这个环节很重要,Zhège huánjié hěn zhòngyào.,Phần này rất quan trọng.
HSK 5,慌,huāng,Hoảng,hoảng sợ,别慌，冷静下来,"Bié huāng, lěngjìng xiàlái.","Đừng hoảng sợ, hãy bình tĩnh lại."
HSK 5,慌忙,huāngmáng,Hoảng mang,vội vàng,她慌忙地离开了房间,Tā huāngmáng de líkāi le fángjiān.,Cô ấy vội vàng rời khỏi phòng.
HSK 5,灰色,huīsè,Hôi sắc,màu xám,天空变成了灰色,Tiānkōng biàn chéngle huīsè.,Bầu trời đã chuyển sang màu xám.
HSK 5,恢复,huīfù,Khôi phục,"phục hồi, khôi phục",他正在努力恢复健康,Tā zhèngzài nǔlì huīfù jiànkāng.,Anh ấy đang cố gắng phục hồi sức khỏe.
HSK 5,回报,huíbào,Hồi báo,"hồi đáp, đền đáp",我会用实际行动回报你,Wǒ huì yòng shíjì xíngdòng huíbào nǐ.,Tôi sẽ dùng hành động thực tế để hồi đáp bạn.
HSK 5,回避,huíbì,Hồi tị,né tránh,他总是回避这个话题,Tā zǒng shì huíbì zhège huàtí.,Anh ấy luôn né tránh chủ đề này.
HSK 5,回顾,huígù,Hồi cố,"hồi tưởng, nhìn lại",我们一起回顾过去的时光,Wǒmen yīqǐ huígù guòqù de shíguāng.,Chúng ta cùng nhau hồi tưởng lại thời gian đã qua.
HSK 5,回收,huíshōu,Hồi thu,tái chế,请将废纸放入回收箱,Qǐng jiāng fèizhǐ fàng rù huíshōu xiāng.,Hãy đặt giấy thải vào thùng tái chế.
HSK 5,回头,huítóu,Hồi đầu,quay lại,请回头看一下,Qǐng huítóu kàn yīxià.,Xin hãy quay lại nhìn một chút.
HSK 5,回信,huíxìn,Hồi tín,"hồi âm, trả lời thư",我很快会回信的,Wǒ hěn kuài huì huíxìn de.,Tôi sẽ hồi âm sớm.
HSK 5,回忆,huíyì,Hồi ức,"hồi ức, ký ức",她常常回忆童年的时光,Tā chángcháng huíyì tóngnián de shíguāng.,Cô ấy thường xuyên hồi tưởng lại thời thơ ấu.
HSK 5,汇款,huìkuǎn,Hối khoản,chuyển khoản,我昨天给你汇款了,Wǒ zuótiān gěi nǐ huìkuǎn le.,Hôm qua tôi đã chuyển khoản cho bạn.
HSK 5,会谈,huìtán,Hội đàm,hội đàm,他们正在进行会谈,Tāmen zhèngzài jìnxíng huìtán.,Họ đang tiến hành hội đàm.
HSK 5,活力,huólì,Hoạt lực,"năng lượng, sức sống",她充满了活力,Tā chōngmǎnle huólì.,Cô ấy tràn đầy sức sống.
HSK 5,活泼,huópo,Hoạt bát,"hoạt bát, nhanh nhẹn",孩子们都很活泼,Háizimen dōu hěn huópo.,Các em nhỏ đều rất hoạt bát.
HSK 5,火柴,huǒchái,Hỏa sài,diêm,他用火柴点燃了蜡烛,Tā yòng huǒchái diǎnrán le làzhú.,Anh ấy dùng diêm để thắp nến.
HSK 5,火腿,huǒtuǐ,Hỏa thối,giăm bông,我喜欢吃火腿三明治,Wǒ xǐhuān chī huǒtuǐ sānmíngzhì.,Tôi thích ăn bánh mì kẹp giăm bông.
HSK 5,火灾,huǒzāi,Hỏa tai,hỏa hoạn,火灾造成了重大损失,Huǒzāi zàochéngle zhòngdà sǔnshī.,Hỏa hoạn gây ra thiệt hại lớn.
HSK 5,或是,huòshì,Hoặc thị,hoặc là,你可以喝茶，或是喝咖啡,"Nǐ kěyǐ hē chá, huòshì hē kāfēi.",Bạn có thể uống trà hoặc là uống cà phê.
HSK 5,机器人,jīqìrén,Cơ khí nhân,robot,机器人能帮助我们做家务,Jīqìrén néng bāngzhù wǒmen zuò jiāwù.,Robot có thể giúp chúng ta làm việc nhà.
HSK 5,机制,jīzhì,Cơ chế,cơ chế,我们需要完善公司的机制,Wǒmen xūyào wánshàn gōngsī de jīzhì.,Chúng ta cần hoàn thiện cơ chế của công ty.
HSK 5,肌肉,jīròu,Cơ nhục,cơ bắp,他的肌肉非常强壮,Tā de jīròu fēicháng qiángzhuàng.,Cơ bắp của anh ấy rất khỏe.
HSK 5,基地,jīdì,Cơ địa,căn cứ,这是一个军事基地,Zhè shì yīgè jūnshì jīdì.,Đây là một căn cứ quân sự.
HSK 5,基金,jījīn,Cơ kim,"quỹ, tiền quỹ",他捐了一笔钱给慈善基金,Tā juānle yī bǐ qián gěi císhàn jījīn.,Anh ấy đã quyên góp một khoản tiền cho quỹ từ thiện.
HSK 5,即使,jíshǐ,Tức sử,"cho dù, ngay cả khi",即使下雨，我们也去,"Jíshǐ xiàyǔ, wǒmen yě qù.","Ngay cả khi trời mưa, chúng ta vẫn đi."
HSK 5,集团,jítuán,Tập đoàn,tập đoàn,这家公司是一个大型集团,Zhè jiā gōngsī shì yīgè dàxíng jítuán.,Công ty này là một tập đoàn lớn.
HSK 5,挤,jǐ,Tễ,"chen, nén, chật",地铁上很挤,Dìtiě shàng hěn jǐ.,Trên tàu điện ngầm rất chật.
HSK 5,记忆,jìyì,Ký ức,"ký ức, trí nhớ",我的记忆力很好,Wǒ de jìyì lì hěn hǎo.,Trí nhớ của tôi rất tốt.
HSK 5,技能,jìnéng,Kỹ năng,kỹ năng,学习新技能很重要,Xuéxí xīn jìnéng hěn zhòngyào.,Học kỹ năng mới rất quan trọng.
HSK 5,继承,jìchéng,Kế thừa,kế thừa,他继承了家族企业,Tā jìchéngle jiāzú qǐyè.,Anh ấy kế thừa doanh nghiệp gia đình.
HSK 5,加热,jiārè,Gia nhiệt,"làm nóng, đun nóng",请把水加热到100度,Qǐng bǎ shuǐ jiārè dào 100 dù.,Hãy đun nước đến 100 độ.
HSK 5,加上,jiāshàng,Gia thượng,"thêm vào, cộng vào",请加上你的签名,Qǐng jiāshàng nǐ de qiānmíng.,Hãy thêm chữ ký của bạn vào.
HSK 5,加速,jiāsù,Gia tốc,tăng tốc,我们需要加速完成项目,Wǒmen xūyào jiāsù wánchéng xiàngmù.,Chúng ta cần tăng tốc hoàn thành dự án.
HSK 5,加以,jiāyǐ,Gia dĩ,tiến hành,他们将对问题加以解决,Tāmen jiāng duì wèntí jiāyǐ jiějué.,Họ sẽ tiến hành giải quyết vấn đề.
HSK 5,夹,jiā,Giáp,"kẹp, chèn",他被夹在两个人中间,Tā bèi jiā zài liǎng gè rén zhōngjiān.,Anh ấy bị kẹp giữa hai người.
HSK 5,甲,jiǎ,Giáp,"giáp, thứ nhất",他们获得了甲等奖,Tāmen huòdéle jiǎ děng jiǎng.,Họ đã giành được giải nhất.
HSK 5,价,jià,Giá,"giá, giá trị",这件商品的价格很高,Zhè jiàn shāngpǐn de jiàgé hěn gāo.,Giá của món hàng này rất cao.
HSK 5,驾驶,jiàshǐ,Giá sử,lái xe,他正在学习驾驶,Tā zhèngzài xuéxí jiàshǐ.,Anh ấy đang học lái xe.
HSK 5,驾照,jiàzhào,Giá chiếu,bằng lái,我刚拿到驾照,Wǒ gāng ná dào jiàzhào.,Tôi vừa lấy được bằng lái.
HSK 5,坚定,jiāndìng,Kiên định,kiên định,他的信念非常坚定,Tā de xìnniàn fēicháng jiāndìng.,Niềm tin của anh ấy rất kiên định.
HSK 5,肩,jiān,Kiên,vai,他拍了拍我的肩,Tā pāile pāi wǒ de jiān.,Anh ấy vỗ vai tôi.
HSK 5,艰苦,jiānkǔ,Gian khổ,gian khổ,他经历了很多艰苦,Tā jīnglìle hěn duō jiānkǔ.,Anh ấy đã trải qua nhiều gian khổ.
HSK 5,艰难,jiānnán,Gian nan,khó khăn,我们面对许多艰难的挑战,Wǒmen miàn duì xǔduō jiānnán de tiǎozhàn.,Chúng ta đối mặt với nhiều thử thách khó khăn.
HSK 5,检验,jiǎnyàn,Kiểm nghiệm,"kiểm nghiệm, kiểm tra",产品需要经过严格的检验,Chǎnpǐn xūyào jīngguò yángé de jiǎnyàn.,Sản phẩm cần trải qua kiểm nghiệm nghiêm ngặt.
HSK 5,减轻,jiǎnqīng,Giảm khinh,"giảm nhẹ, làm nhẹ",这些措施有助于减轻压力,Zhèxiē cuòshī yǒu zhù yú jiǎnqīng yālì.,Những biện pháp này giúp giảm nhẹ áp lực.
HSK 5,剪,jiǎn,Tiễn,Cắt,她用剪纸艺术剪出了一只小鸟,Tā yòng jiǎnzhǐ yìshù jiǎn chūle yī zhī xiǎo niǎo.,Cô ấy dùng nghệ thuật cắt giấy để cắt ra một con chim nhỏ.
HSK 5,剪刀,jiǎndāo,Tiễn đao,kéo,我需要一把剪刀,Wǒ xūyào yī bǎ jiǎndāo.,Tôi cần một cái kéo.
HSK 5,剪子,jiǎnzi,Tiễn tử,kéo,请递给我剪子,Qǐng dì gěi wǒ jiǎnzi.,Làm ơn đưa tôi cái kéo.
HSK 5,间接,jiànjiē,Gian tiếp,gián tiếp,这个消息是间接得知的,Zhège xiāoxi shì jiànjiē dé zhī de.,Tin này được biết một cách gián tiếp.
HSK 5,建造,jiànzào,Kiến tạo,xây dựng,他们正在建造一座新桥,Tāmen zhèngzài jiànzào yī zuò xīn qiáo.,Họ đang xây dựng một cây cầu mới.
HSK 5,建筑,jiànzhù,Kiến trúc,"kiến trúc, tòa nhà",这座建筑很有特色,Zhè zuò jiànzhù hěn yǒu tèsè.,Tòa nhà này rất đặc biệt.
HSK 5,健全,jiànquán,Kiện toàn,"kiện toàn, hoàn thiện",法律制度需要健全,Fǎlǜ zhìdù xūyào jiànquán.,Chế độ pháp luật cần được kiện toàn.
HSK 5,键,jiàn,Kiện,phím,请按下回车键,Qǐng àn xià huíchē jiàn.,Hãy nhấn phím Enter.
HSK 5,键盘,jiànpán,Kiện bàn,bàn phím,我的键盘坏了,Wǒ de jiànpán huàile.,Bàn phím của tôi bị hỏng.
HSK 5,将,jiāng,Tương,"sẽ, định",我将去北京,Wǒ jiāng qù Běijīng.,Tôi sẽ đi Bắc Kinh.
HSK 5,将要,jiāngyào,Tương yếu,"sắp, sẽ",他们将要开会,Tāmen jiāngyào kāihuì.,Họ sắp họp.
HSK 5,奖励,jiǎnglì,Thưởng lệ,"thưởng, khen thưởng",公司奖励优秀员工,Gōngsī jiǎnglì yōuxiù yuángōng.,Công ty khen thưởng nhân viên xuất sắc.
HSK 5,交代,jiāodài,Giao đại,"giao phó, giải thích",他把任务交代给我,Tā bǎ rènwù jiāodài gěi wǒ.,Anh ấy giao phó nhiệm vụ cho tôi.
HSK 5,郊区,jiāoqū,Giao khu,ngoại ô,我们住在郊区,Wǒmen zhù zài jiāoqū.,Chúng tôi sống ở ngoại ô.
HSK 5,胶带,jiāodài,Giao đái,băng dính,我用胶带粘好了盒子,Wǒ yòng jiāodài zhān hǎo le hézi.,Tôi dùng băng dính để dán chặt cái hộp lại.
HSK 5,胶水,jiāoshuǐ,Giao thủy,keo nước,请用胶水粘住这些纸,Qǐng yòng jiāoshuǐ zhān zhù zhèxiē zhǐ.,Hãy dùng keo nước để dán những tờ giấy này lại.
HSK 5,脚步,jiǎobù,Cước bộ,bước chân,他的脚步很稳重,Tā de jiǎobù hěn wěnzhòng.,Bước chân của anh ấy rất vững.
HSK 5,接触,jiēchù,Tiếp xúc,tiếp xúc,他从未接触过这种动物,Tā cóng wèi jiēchù guò zhè zhǒng dòngwù.,Anh ấy chưa bao giờ tiếp xúc với loại động vật này.
HSK 5,接连,jiēlián,Tiếp liên,"liên tục, liên tiếp",最近接连下了几天雨,Zuìjìn jiēlián xiàle jǐ tiān yǔ.,Gần đây mưa liên tục vài ngày.
HSK 5,解除,jiěchú,Giải trừ,"giải trừ, hủy bỏ",他们决定解除合同,Tāmen juédìng jiěchú hétóng.,Họ quyết định hủy bỏ hợp đồng.
HSK 5,解放,jiěfàng,Giải phóng,giải phóng,他们在努力解放被压迫的人们,Tāmen zài nǔlì jiěfàng bèi yāpò de rénmen.,Họ đang cố gắng giải phóng những người bị áp bức.
HSK 5,戒,jiè,Giới,bỏ (thói quen xấu),他决定戒烟,Tā juédìng jièyān.,Anh ấy quyết định bỏ thuốc.
HSK 5,届,jiè,Giới,"khóa, lần",今年是学校成立100周年庆的第十届,Jīnnián shì xuéxiào chénglì 100 zhōunián qìng de dì shí jiè.,Năm nay là lần thứ mười kỷ niệm 100 năm thành lập trường.
HSK 5,今日,jīnrì,Kim nhật,"hiện nay, thời nay",今日的年轻人喜欢用手机学习,Jīnrì de niánqīng rén xǐhuān yòng shǒujī xuéxí.,Giới trẻ ngày nay thích học tập bằng điện thoại di động.
HSK 5,尽管,jǐnguǎn,Tẫn quản,"mặc dù, cứ",尽管下雨，他还是去了,"Jǐnguǎn xiàyǔ, tā háishì qùle.","Mặc dù trời mưa, anh ấy vẫn đi."
HSK 5,紧紧,jǐnjǐn,Khẩn khẩn,"chặt chẽ, sát sao",她紧紧地握住了他的手,Tā jǐnjǐn de wò zhùle tā de shǒu.,Cô ấy nắm chặt tay anh ấy.
HSK 5,尽可能,jǐn kěnéng,Tẫn khả năng,hết sức có thể,请尽可能快点完成任务,Qǐng jǐnkěnéng kuài diǎn wánchéng rènwù.,Hãy hoàn thành nhiệm vụ nhanh hết sức có thể.
HSK 5,进化,jìnhuà,Tiến hóa,tiến hóa,人类是通过进化而来的,Rénlèi shì tōngguò jìnhuà ér lái de.,Loài người đến từ quá trình tiến hóa.
HSK 5,近来,jìnlái,Cận lai,gần đây,近来天气一直不好,Jìnlái tiānqì yīzhí bù hǎo.,Gần đây thời tiết không tốt.
HSK 5,经费,jīngfèi,Kinh phí,kinh phí,我们需要更多的经费支持,Wǒmen xūyào gèng duō de jīngfèi zhīchí.,Chúng tôi cần thêm kinh phí hỗ trợ.
HSK 5,景象,jǐngxiàng,Cảnh tượng,cảnh tượng,春天的景象很美丽,Chūntiān de jǐngxiàng hěn měilì.,Cảnh tượng mùa xuân rất đẹp.
HSK 5,警告,jǐnggào,Cảnh cáo,cảnh báo,我们收到了风暴的警告,Wǒmen shōudàole fēngbào de jǐnggào.,Chúng tôi đã nhận được cảnh báo bão.
HSK 5,竞赛,jìngsài,Cạnh tái,"thi đấu, cuộc thi",学校举办了一个数学竞赛,Xuéxiào jǔbànle yīgè shùxué jìngsài.,Trường tổ chức một cuộc thi toán học.
HSK 5,竞争,jìngzhēng,Cạnh tranh,cạnh tranh,市场竞争非常激烈,Shìchǎng jìngzhēng fēicháng jīliè.,Cạnh tranh trên thị trường rất khốc liệt.
HSK 5,酒鬼,jiǔguǐ,Tửu quỷ,kẻ nghiện rượu,他是个著名的酒鬼,Tā shì gè zhùmíng de jiǔguǐ.,Anh ấy là một kẻ nghiện rượu nổi tiếng.
HSK 5,救灾,jiùzāi,Cứu tai,cứu trợ thiên tai,他们组织了救灾行动,Tāmen zǔzhīle jiùzāi xíngdòng.,Họ tổ chức một hoạt động cứu trợ thiên tai.
HSK 5,居然,jūrán,Cư nhiên,thật không ngờ,他居然赢了比赛,Tā jūrán yíngle bǐsài.,Anh ấy thật không ngờ đã thắng cuộc thi.
HSK 5,局面,júmiàn,Cục diện,cục diện,目前的局面很复杂,Mùqián de júmiàn hěn fùzá.,Cục diện hiện tại rất phức tạp.
HSK 5,局长,júzhǎng,Cục trưởng,cục trưởng,他是新任的局长,Tā shì xīnrèn de júzhǎng.,Ông ấy là cục trưởng mới nhậm chức.
HSK 5,举动,jǔdòng,Cử động,"hành động, động thái",他的举动引起了大家的关注,Tā de jǔdòng yǐnqǐle dàjiā de guānzhù.,Hành động của anh ấy đã thu hút sự chú ý của mọi người.
HSK 5,拒绝,jùjué,Cự tuyệt,từ chối,他拒绝了我们的邀请,Tā jùjuéle wǒmen de yāoqǐng.,Anh ấy đã từ chối lời mời của chúng tôi.
HSK 5,俱乐部,jùlèbù,Câu lạc bộ,câu lạc bộ,他是健身俱乐部的会员,Tā shì jiànshēn jùlèbù de huìyuán.,Anh ấy là thành viên của câu lạc bộ thể hình.
HSK 5,剧本,jùběn,Kịch bản,kịch bản,这个剧本很有趣,Zhège jùběn hěn yǒuqù.,Kịch bản này rất thú vị.
HSK 5,决不,juébù,Quyết bất,quyết không,我决不放弃,Wǒ juébù fàngqì.,Tôi quyết không bỏ cuộc.
HSK 5,绝望,juéwàng,Tuyệt vọng,tuyệt vọng,他感到非常绝望,Tā gǎndào fēicháng juéwàng.,Anh ấy cảm thấy rất tuyệt vọng.
HSK 5,军人,jūnrén,Quân nhân,quân nhân,他是一名军人,Tā shì yī míng jūnrén.,Anh ấy là một quân nhân.
HSK 5,开幕,kāimù,Khai mạc,khai mạc,大会正式开幕了,Dàhuì zhèngshì kāimù le.,Đại hội chính thức khai mạc.
HSK 5,开幕式,kāimùshì,Khai mạc thức,lễ khai mạc,运动会的开幕式非常精彩,Yùndònghuì de kāimùshì fēicháng jīngcǎi.,Lễ khai mạc của đại hội thể thao rất tuyệt vời.
HSK 5,看成,kànchéng,Khán thành,"xem như, coi như",他把这件事看成挑战,Tā bǎ zhè jiàn shì kànchéng tiǎozhàn.,Anh ấy coi việc này là một thử thách.
HSK 5,看出,kànchū,Khán xuất,"nhận ra, nhìn ra",我看出他很累,Wǒ kànchū tā hěn lèi.,Tôi nhận ra anh ấy rất mệt.
HSK 5,看待,kàndài,Khán đãi,"xem xét, đối xử",我们应该平等看待每个人,Wǒmen yīnggāi píngděng kàndài měi gèrén.,Chúng ta nên đối xử bình đẳng với mọi người.
HSK 5,考核,kǎohé,Khảo hạch,"khảo hạch, đánh giá",公司每年都进行员工考核,Gōngsī měinián dōu jìnxíng yuángōng kǎohé.,Công ty hàng năm đều tiến hành đánh giá nhân viên.
HSK 5,烤肉,kǎoròu,Khảo nhục,thịt nướng,我喜欢吃烤肉,Wǒ xǐhuān chī kǎoròu.,Tôi thích ăn thịt nướng.
HSK 5,烤鸭,kǎoyā,Khảo áp,vịt quay,北京烤鸭很有名,Běijīng kǎoyā hěn yǒumíng.,Vịt quay Bắc Kinh rất nổi tiếng.
HSK 5,靠近,kàojìn,Kháo cận,"gần, tiếp cận",请靠近一些,Qǐng kàojìn yīxiē.,Hãy lại gần một chút.
HSK 5,颗,kē,Khoa,"viên, hạt, đếm (ngôi sao)",这颗星星很亮,Zhè kē xīngxīng hěn liàng.,Ngôi sao này rất sáng.
HSK 5,咳,hāi,Khái,"này, chà (thán từ)",咳，你怎么还没来？,"Hāi, nǐ zěnme hái méi lái?","Này, sao bạn vẫn chưa đến?"
HSK 5,可,kě,Khả,"đồng ý, tán thành",他的建议很不错，我很可,"Tā de jiànyì hěn bùcuò, wǒ hěn kě.","Đề xuất của anh ấy rất hay, tôi rất đồng ý."
HSK 5,可怜,kělián,Khả lân,đáng thương,这只小猫看起来很可怜,Zhè zhī xiǎo māo kàn qǐlái hěn kělián.,Con mèo nhỏ này trông rất đáng thương.
HSK 5,可惜,kěxī,Khả tích,đáng tiếc,可惜你没看到这场比赛,Kěxī nǐ méi kàn dào zhè chǎng bǐsài.,Đáng tiếc là bạn không xem trận đấu này.
HSK 5,渴望,kěwàng,Khát vọng,"khát vọng, mong muốn",他渴望成功,Tā kěwàng chénggōng.,Anh ấy khao khát thành công.
HSK 5,刻,kè,Khắc,khắc,他在木头上刻了一个字,Tā zài mùtou shàng kèle yīgè zì.,Anh ấy khắc một chữ lên gỗ.
HSK 5,客户,kèhù,Khách hộ,khách hàng,我们要保持良好的客户关系,Wǒmen yào bǎochí liánghǎo de kèhù guānxì.,Chúng ta cần duy trì mối quan hệ tốt với khách hàng.
HSK 5,客气,kèqì,Khách khí,khách sáo,你太客气了！,Nǐ tài kèqì le!,Bạn thật khách sáo quá!
HSK 5,客厅,kètīng,Khách sảnh,phòng khách,我们在客厅里看电视,Wǒmen zài kètīng lǐ kàn diànshì.,Chúng tôi xem TV ở phòng khách.
HSK 5,课题,kètí,Khóa đề,"đề tài, chủ đề",这个课题很有挑战性,Zhège kètí hěn yǒu tiǎozhàn xìng.,Đề tài này rất thách thức.
HSK 5,肯定,kěndìng,Khẳng định,"khẳng định, chắc chắn",我肯定他会来,Wǒ kěndìng tā huì lái.,Tôi chắc chắn anh ấy sẽ đến.
HSK 5,空中,kōngzhōng,Không trung,trên không,鸟在空中飞翔,Niǎo zài kōngzhōng fēixiáng.,Chim bay trên không trung.
HSK 5,控制,kòngzhì,Khống chế,kiểm soát,我们需要控制预算,Wǒmen xūyào kòngzhì yùsuàn.,Chúng ta cần kiểm soát ngân sách.
HSK 5,口号,kǒuhào,Khẩu hiệu,khẩu hiệu,他们喊出了响亮的口号,Tāmen hǎn chūle xiǎngliàng de kǒuhào.,Họ hô vang khẩu hiệu.
HSK 5,库,kù,Khố,kho,这个库里存放了很多书,Zhège kù lǐ cúnfàngle hěnduō shū.,Trong kho này có rất nhiều sách.
HSK 5,快活,kuàihuó,Khoái hoạt,vui vẻ,小孩子们在公园里快活地玩耍,Xiǎo háizimen zài gōngyuán lǐ kuàihuó de wánshuǎ.,Trẻ em vui vẻ chơi đùa trong công viên.
HSK 5,宽度,kuāndù,Khoan độ,chiều rộng,这条河的宽度有五十米,Zhè tiáo hé de kuāndù yǒu wǔshí mǐ.,Chiều rộng của con sông này là năm mươi mét.
HSK 5,狂,kuáng,Cuồng,"điên cuồng, cuồng nhiệt",他有一种狂热的精神,Tā yǒu yī zhǒng kuángrè de jīngshén.,Anh ấy có một tinh thần cuồng nhiệt.
HSK 5,弯,wān,Loan,"cong, uốn",这条路弯弯曲曲的,Zhè tiáo lù wān wānqū qū de.,Con đường này cong vẹo.
HSK 5,困扰,kùnrǎo,Khốn nhiễu,"phiền toái, làm phiền",这个问题困扰了我很久,Zhège wèntí kùnrǎo le wǒ hěn jiǔ.,Vấn đề này làm tôi phiền toái lâu rồi.
HSK 5,落,luò,Lạc,"rơi xuống, rơi",叶子从树上落下来,Yèzi cóng shù shàng luò xiàlái.,Lá rơi xuống từ trên cây.
HSK 5,来信,láixìn,Lai tín,thư đến,我很高兴收到你的来信,Wǒ hěn gāoxìng shōudào nǐ de láixìn.,Tôi rất vui khi nhận được thư của bạn.
HSK 5,烂,làn,Lạn,"nát, thối rữa",这苹果已经烂了,Zhè píngguǒ yǐjīng làn le.,Quả táo này đã bị thối.
HSK 5,朗读,lǎngdú,Lãng độc,đọc to,请朗读这一段课文,Qǐng lǎngdú zhè yī duàn kèwén.,Hãy đọc to đoạn văn này.
HSK 5,浪漫,làngmàn,Lãng mạn,lãng mạn,他们的爱情故事很浪漫,Tāmen de àiqíng gùshì hěn làngmàn.,Câu chuyện tình yêu của họ rất lãng mạn.
HSK 5,劳动,láodòng,Lao động,lao động,劳动是创造财富的源泉,Láodòng shì chuàngzào cáifù de yuánquán.,Lao động là nguồn gốc của sự sáng tạo ra của cải.
HSK 5,梨,lí,Lê,quả lê,这梨子很甜,Zhè lízi hěn tián.,Quả lê này rất ngọt.
HSK 5,礼,lǐ,Lễ,"lễ, phép lịch sự",他对人很有礼,Tā duì rén hěn yǒu lǐ.,Anh ấy rất lịch sự với mọi người.
HSK 5,礼拜,lǐbài,Lễ bái,"lễ bái, lễ (Công Giáo)",我们每个星期天都去做礼拜,Wǒmen měi gè xīngqítiān dōu qù zuò lǐbài.,Chúng tôi đi lễ mỗi Chủ nhật.
HSK 5,礼貌,lǐmào,Lễ mạo,"lễ phép, lịch sự",小孩子要懂得礼貌,Xiǎo háizi yào dǒngdé lǐmào.,Trẻ em cần phải biết lễ phép.
HSK 5,厉害,lìhai,Lợi hại,"lợi hại, giỏi",她的英语说得非常厉害,Tā de Yīngyǔ shuō de fēicháng lìhai.,Cô ấy nói tiếng Anh rất giỏi.
HSK 5,立,lì,Lập,"đứng, lập",他立在门口等我,Tā lì zài ménkǒu děng wǒ.,Anh ấy đứng ở cửa đợi tôi.
HSK 5,立场,lìchǎng,Lập trường,lập trường,我们的立场很明确,Wǒmen de lìchǎng hěn míngquè.,Lập trường của chúng tôi rất rõ ràng.
HSK 5,利润,lìrùn,Lợi nhuận,lợi nhuận,公司今年的利润很高,Gōngsī jīnnián de lìrùn hěn gāo.,Lợi nhuận của công ty năm nay rất cao.
HSK 5,例外,lìwài,Lệ ngoại,ngoại lệ,这次的情况是个例外,Zhè cì de qíngkuàng shì gè lìwài.,Trường hợp lần này là một ngoại lệ.
HSK 5,连接,liánjiē,Liên tiếp,"kết nối, nối liền",请将电脑连接到网络,Qǐng jiāng diànnǎo liánjiē dào wǎngluò.,Hãy kết nối máy tính với mạng.
HSK 5,联络,liánluò,Liên lạc,liên lạc,我们需要保持联络,Wǒmen xūyào bǎochí liánluò.,Chúng ta cần giữ liên lạc.
